Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
173,205.071986,205.07181536041494,205.07176163653722,1533185.4,nan,573386.3,10.45,-1,0.26197598976191916,0.9876241378862924,0.0,0.5925744827317755,2.0,1.75,0.75,O6,de-protonated,0,,C8 H14 O6,8,14,6,,,,,
175,207.012371,207.01219593799217,207.0121387588021,1933190.8,nan,455162.9,13.73,-1,0.27621177390011825,0.9862521227584256,0.0,0.5917512736550553,7.0,0.8,0.3,S1 O3,de-protonated,0,,C10 H8 O3 S1,10,8,3,1,,,,
177,207.066555,207.06637981449884,207.06628233291582,2071961.0,nan,577822.3,14.9,-1,0.47077477765988657,0.960583591727943,0.0,0.5763501550367658,6.0,1.0909090909090908,0.36363636363636365,O4,de-protonated,0,,C11 H12 O4,11,12,4,,,,,
186,209.082212,209.08203222052015,209.0819323973938,4084807.3,nan,506140.0,31.74,-1,0.4774354492960266,0.959483414050407,0.0,0.5756900484302442,5.0,1.2727272727272727,0.36363636363636365,O4,de-protonated,0,,C11 H14 O4,11,14,4,,,,,
192,211.02503,211.0248457925522,211.0248114431032,2703083.0,nan,482377.0,20.05,-1,0.1627744565897063,0.9952039599339982,0.0,0.597122375960399,6.0,0.8888888888888888,0.6666666666666666,O6,de-protonated,0,,C9 H8 O6,9,8,6,,,,,
193,211.061458,211.06127370952743,211.0611969524875,7363320.0,nan,485226.1,58.83,-1,0.3636719635290099,0.976287747457602,0.0,0.5857726484745612,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,,,,,
194,211.097844,211.0976596265984,211.0975824618718,3844356.5,nan,498471.8,29.54,-1,0.3655405509859082,0.976046398446891,0.0,0.5856278390681345,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,,,,,
195,211.134251,211.13406654362151,211.1339679712561,3285777.5,nan,544040.3,24.9,-1,0.4668711830205371,0.9612217623615398,0.0,0.5767330574169238,3.0,1.6666666666666667,0.25,O3,de-protonated,0,,C12 H20 O3,12,20,3,,,,,
199,212.020299,212.0201125241878,212.0200604152962,1702986.5,nan,408529.2,11.72,-1,0.24577340225496752,0.9890995165512089,0.0,0.5934597099307253,6.0,0.875,0.75,N1 O6,de-protonated,0,,C8 H7 O6 N1,8,7,6,,1,,,
200,212.056675,212.05648844128157,212.0564459246805,1305431.5,nan,492514.2,8.42,-1,0.2004966219471623,0.9927325001627955,0.0,0.5956395000976773,5.0,1.2222222222222223,0.5555555555555556,N1 O5,de-protonated,0,,C9 H11 O5 N1,9,11,5,,1,,,
