Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O
222,235.134426,235.13403717837673,235.1339679712561,1240726.6,nan,551797.8,7.65,-1,0.29433059465861916,0.9844039083079466,0.0,0.5906423449847679,5.0,1.4285714285714286,0.21428571428571427,O3,de-protonated,0,,C14 H20 O3,14,20,3,,,,,,
231,238.072579,238.0721734694552,238.0720959891585,1343859.3,nan,451875.0,8.48,-1,0.32544887878666984,0.9809650023325551,0.0,0.588579001399533,6.0,1.1818181818181819,0.45454545454545453,N1 O5,de-protonated,0,,C11 H13 O5 N1,11,13,5,,1,,,,
232,238.963455,238.96304440315095,238.96308056511668,2275056.8,nan,482254.8,16.05,-1,-0.15132867241576942,0.9958533795455956,0.0,0.5975120277273573,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,,
233,239.020239,239.0198280802272,239.01972606267492,4513545.0,nan,420664.9,34.26,-1,0.4268164555293882,0.9674854217929217,0.0,0.580491253075753,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,,
235,239.056635,239.05622387324752,239.05611157205922,5863704.5,nan,483663.0,45.24,-1,0.4697691581980489,0.9607484607328842,0.0,0.5764490764397305,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,,
255,242.176709,242.17628012976323,242.1761671368831,3015262.3,nan,478397.1,21.9,-1,0.46657307970964607,0.961270296081201,0.0,0.5767621776487205,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,,
264,245.046011,245.04556581238907,245.0455468880095,1434441.0,nan,449839.0,9.12,-1,0.07722800842796851,0.9989183954003317,0.0,0.599351037240199,9.0,0.7692307692307693,0.38461538461538464,O5,de-protonated,0,,C13 H10 O5,13,10,5,,,,,,
265,245.049484,245.04903879263856,245.0489181913795,2499402.5,nan,458520.3,17.73,-1,0.49215177094390206,0.9570024791367185,0.0,0.5742014874820311,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,,
266,245.067215,245.0667696918045,245.0666762561089,3101010.3,nan,420545.1,22.42,-1,0.38126642519058673,0.9739686890531893,0.0,0.5843812134319136,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,,
267,245.103629,245.10318348472248,245.1030617654932,4252514.5,nan,461694.7,31.65,-1,0.4966042790049419,0.9562383138421573,0.0,0.5737429883052944,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,,
272,247.061741,247.06128434917585,247.0611969524875,2472134.5,nan,465540.4,17.37,-1,0.35374510210941956,0.9775501444827245,0.0,0.5865300866896347,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,,
275,247.098155,247.0976981420938,247.0975824618718,2453974.8,nan,451180.2,17.22,-1,0.4681560250113428,0.9610122526981777,0.0,0.5766073516189066,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,,,
278,247.119272,247.118815022004,247.1187118299712,1324768.1,nan,486824.3,8.17,-1,0.41758081376234785,0.968855418315603,0.0,0.5813132509893617,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,,
284,249.04104,249.04057209314132,249.04046150758123,4374587.0,nan,446173.8,32.62,-1,0.4440465594409312,0.9648548817337023,0.0,0.5789129290402213,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,,
298,251.093063,251.09258342353417,251.0924970814435,6401495.0,nan,418433.1,48.49,-1,0.34386567369339627,0.9787733782241793,0.0,0.5872640269345075,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,,
302,252.088312,252.0878267636732,252.0877460536365,1597849.3,nan,433669.1,10.26,-1,0.32016644194773425,0.9815722276404393,0.0,0.5889433365842636,6.0,1.25,0.4166666666666667,N1 O5,de-protonated,0,,C12 H15 O5 N1,12,15,5,,1,,,,
303,252.979283,252.9787926968287,252.97873062959468,3874605.8,nan,459717.8,28.37,-1,0.2453456615006788,0.9891372189964907,0.0,0.5934823313978944,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,,
304,253.03596,253.0354693745134,253.03537612715292,4762951.5,nan,442220.3,35.44,-1,0.36851511406590515,0.9756597729953813,0.0,0.5853958637972287,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,,
308,253.108738,253.1082469606337,253.10814714592152,6377832.5,nan,414987.8,48.29,-1,0.3943559829959737,0.9721761270498862,0.0,0.5833056762299317,5.0,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,,C13 H18 O5,13,18,5,,,,,,
309,253.145114,253.1446227537678,253.14453265530582,10007929.0,nan,419062.6,77.17,-1,0.3559170764493939,0.9683087384957436,0.9911279895451938,0.9774364389155237,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,,
310,254.057561,254.0570645647918,254.05711462992312,1233944.9,nan,266008.7,7.36,-1,-0.1970625045939631,0.992978455766792,0.0,0.5957870734600752,11.0,0.6923076923076923,0.23076923076923078,N3 O3,de-protonated,0,,C13 H9 O3 N3,13,9,3,,3,,,,
313,254.148506,254.14800904759858,254.1478874903781,1409858.4,nan,447424.5,8.76,-1,0.4782932554249187,0.9593406947286652,0.9911279895451938,0.9720556126552766,4.0,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,309,C13 H22 O4 13C1,13,22,4,,,1,,,
317,255.051612,255.05110991174377,255.05102619163094,7059679.0,nan,410093.3,53.71,-1,0.32824848453426975,0.9806393090167356,0.0,0.5883835854100413,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,,
320,255.124387,255.12388449788114,255.1237972103995,4217088.5,nan,439023.4,31.09,-1,0.3421377488200566,0.9789839178374231,0.0,0.5873903507024538,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,,
325,257.067291,257.0667774488205,257.0666762561089,6982780.0,nan,403452.4,53.09,-1,0.3936438323503446,0.9722751233308669,0.0,0.5833650739985201,5.0,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,,C11 H14 O7,11,14,7,,,,,,
327,257.140011,257.13949703527067,257.13944727487745,2836125.5,nan,433794.2,20.1,-1,0.19351520638982317,0.9932281183157753,0.0,0.5959368709894651,3.0,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,,C13 H22 O5,13,22,5,,,,,,
331,259.061777,259.0612521064194,259.0611969524875,1792788.4,nan,367175.1,11.69,-1,0.21289923981310183,0.9918093686961152,0.0,0.5950856212176692,9.0,0.8571428571428571,0.35714285714285715,O5,de-protonated,0,,C14 H12 O5,14,12,5,,,,,,
333,259.082955,259.0824299859826,259.0823263205869,5215262.0,nan,425352.1,38.71,-1,0.4001253084275357,0.9713679120521708,0.0,0.5828207472313024,4.0,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,,C11 H16 O7,11,16,7,,,,,,
334,259.101599,259.10107387995646,259.1009537652418,1926438.8,nan,455717.7,12.75,-1,0.4635826804809739,0.9617555776565958,0.0,0.5770533465939575,3.0,1.6666666666666667,0.3333333333333333,S1 O4,de-protonated,0,,C12 H20 O4 S1,12,20,4,1,,,,,
336,259.155685,259.1551595723759,259.15509733935545,1210815.8,nan,339467.1,7.1,-1,0.2401381300107424,0.9895910734781284,0.0,0.593754644086877,2.0,1.8461538461538463,0.38461538461538464,O5,de-protonated,0,,C13 H24 O5,13,24,5,,,,,,
339,261.041116,261.0405798501573,261.0404615075812,3777962.0,nan,423696.0,27.35,-1,0.4533495513763514,0.9633944079784025,0.0,0.5780366447870414,9.0,0.7692307692307693,0.46153846153846156,O6,de-protonated,0,,C13 H10 O6,13,10,6,,,,,,
342,261.077465,261.076928643445,261.0768470169655,3564475.0,nan,434457.0,25.67,-1,0.3126530769014585,0.9824194117410447,0.0,0.5894516470446268,8.0,1.0,0.35714285714285715,O5,de-protonated,0,,C14 H14 O5,14,14,5,,,,,,
344,261.098612,261.09807552318455,261.0979763850649,2519492.8,nan,469426.3,17.42,-1,0.379697005024409,0.9741797699327668,0.0,0.5845078619596601,3.0,1.6363636363636365,0.6363636363636364,O7,de-protonated,0,,C11 H18 O7,11,18,7,,,,,,
354,263.056761,263.0562133874275,263.0561115720592,5069653.0,nan,414766.4,37.54,-1,0.3870481003983127,0.9731839657580947,0.0,0.5839103794548568,8.0,0.9230769230769231,0.46153846153846156,O6,de-protonated,0,,C13 H12 O6,13,12,6,,,,,,
356,263.093126,263.0925781806241,263.09249708144347,6153062.0,nan,419445.3,46.09,-1,0.30825349087155884,0.9829064874475171,0.0,0.5897438924685102,7.0,1.1428571428571428,0.35714285714285715,O5,de-protonated,0,,C14 H16 O5,14,16,5,,,,,,
361,264.997051,264.99649235323244,264.99648869432406,1671392.0,nan,753139.8,10.62,-1,0.013807384397483814,0.9999654085196411,0.0,0.5999792451117847,13.0,0.4,0.2,S1 O3,de-protonated,0,,C15 H6 O3 S1,15,6,3,1,,,,,
363,264.999578,264.9990193388617,264.9989906177686,1258977.1,nan,388145.7,7.4,-1,0.10838189617579155,0.99787085827939,0.0,0.598722514967634,9.0,0.5454545454545454,0.7272727272727273,O8,de-protonated,0,,C11 H6 O8,11,6,8,,,,,,
