Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,P,18O
85,157.005904,157.00595407048078,157.0060045505761,1151929.8,nan,555792.3,7.8,-1,-0.3215169729950997,0.9814178916076545,0.0,0.5888507349645926,4.0,1.1666666666666667,0.5,P1 O3,de-protonated,0,,C6 H7 O3 P1,6,7,3,,,,1,
177,209.058555,209.058407020742,209.05843404763152,1232204.1,nan,508950.3,7.88,-1,-0.12927911583808158,0.9969720254033302,0.0,0.5981832152419981,1.0,2.142857142857143,0.7142857142857143,P1 O5,de-protonated,0,,C7 H15 O5 P1,7,15,5,,,,1,
226,225.040773,225.04056421165657,225.04046150758123,1968868.3,nan,533351.7,13.68,-1,0.45638048668047065,0.962912528409497,0.0,0.5777475170456982,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
230,225.149884,225.14967479651142,225.1496180357341,1247119.4,nan,472563.1,7.77,-1,0.2521024810403363,0.9885341485052301,0.0,0.5931204891031381,3.0,1.6923076923076923,0.23076923076923078,O3,de-protonated,0,,C13 H22 O3,13,22,3,,,,,
232,227.019977,227.01976068118836,227.0197260626749,1221238.4,nan,469936.2,7.55,-1,0.1524912132871843,0.9957895591135945,0.0,0.5974737354681566,6.0,0.8888888888888888,0.7777777777777778,O7,de-protonated,0,,C9 H8 O7,9,8,7,,,,,
233,227.038261,227.03804461162144,227.0379733847747,1209213.8,nan,536861.3,7.45,-1,0.31372217473035774,0.9823000469021261,0.0,0.5893800281412757,10.0,0.75,0.08333333333333333,N2 P1 O1,de-protonated,0,,C12 H9 O1 N2 P1,12,9,1,,2,,1,
245,229.144854,229.144629596464,229.14453265530582,16260686.0,nan,472776.2,129.91,-1,0.42305682380038784,0.48402325015458736,0.8843699161556753,0.6441619165550225,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,
253,232.044064,232.04382856556023,232.0437732403794,3313391.5,nan,454157.7,24.51,-1,0.2384256213885615,0.9897382418399273,0.0,0.5938429451039564,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,
258,233.103401,233.10316153499863,233.1030617654932,2760869.8,nan,453104.6,20.01,-1,0.42800598443275406,0.9673069337582599,0.0,0.580384160254956,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,
259,233.155038,233.15479833853036,233.15470341616242,3598523.3,nan,468212.1,26.83,-1,0.4071218231707507,0.9703729573006923,0.0,0.5822237743804154,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
265,237.040803,237.04054855398573,237.04046150758123,3052312.8,nan,517362.0,22.22,-1,0.36722171374698004,0.9758282517646314,0.0,0.5854969510587789,7.0,0.9090909090909091,0.5454545454545454,O6,de-protonated,0,,C11 H10 O6,11,10,6,,,,,
269,237.077203,237.07694841549113,237.0768470169655,5374760.0,nan,480239.8,41.0,-1,0.4277031979509852,0.9673524106749285,0.0,0.5804114464049571,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,,,,,
271,237.113566,237.1133112771373,237.11323252634983,1482807.5,nan,522900.1,9.53,-1,0.3321231237977372,0.9801841302626372,0.0,0.5881104781575823,5.0,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,,C13 H18 O4,13,18,4,,,,,
273,238.963289,238.9630272393179,238.96308056511668,1372234.6,nan,514455.3,8.63,-1,-0.22315496874216417,0.9910048931289936,0.0,0.5946029358773962,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,
274,239.02006,239.01979802331581,239.01972606267492,2917474.8,nan,473595.7,21.12,-1,0.3010656989712912,0.9836878974308886,0.0,0.5902127384585332,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
276,239.05646,239.05619788482122,239.05611157205922,4562546.5,nan,467931.2,34.43,-1,0.36105649600867956,0.9766235863596814,0.0,0.5859741518158088,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
277,239.067707,239.0674448420287,239.0673449613515,1703799.3,nan,549173.7,11.31,-1,0.4177930583267593,0.9688242492861578,0.0,0.5812945495716947,6.0,1.2,0.5,N2 O5,de-protonated,0,,C10 H12 O5 N2,10,12,5,,2,,,
280,239.092836,239.09257374641797,239.0924970814435,3880066.0,nan,487903.8,28.91,-1,0.32064985479565794,0.9815170560350452,0.0,0.5889102336210271,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
282,239.129238,239.12897560791575,239.12888259082783,13858450.0,nan,448043.3,109.59,-1,0.3889830743668456,0.9740512690390608,0.9865140754909576,0.9790363916198195,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
286,240.132593,240.13232679035428,240.13223742590012,2210367.5,nan,460946.3,15.3,-1,0.37214684345182075,0.9751836931829702,0.9865140754909576,0.9797158461061651,4.0,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,282,C12 H20 O4 13C1,12,20,4,,,1,,
287,241.035721,241.03545135413611,241.03537612715292,2956740.3,nan,498786.9,21.29,-1,0.31209934578021525,0.9824810813615281,0.0,0.5894886488169169,6.0,1.0,0.7,O7,de-protonated,0,,C10 H10 O7,10,10,7,,,,,
292,241.144879,241.14460893881215,241.14453265530582,3208691.5,nan,474247.2,23.31,-1,0.3163393566973602,0.982006180519817,0.0,0.5892037083118902,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,,,,,
297,242.140174,242.13990015191732,242.13978162749882,3353505.8,nan,426547.8,24.47,-1,0.48948759142363973,0.9574567191517619,0.0,0.5744740314910571,3.0,1.75,0.3333333333333333,N1 O4,de-protonated,0,,C12 H21 O4 N1,12,21,4,,1,,,
298,242.176525,242.17625101360917,242.1761671368831,4933553.5,nan,486779.3,37.15,-1,0.34634591451282376,0.9784693984938593,0.0,0.5870816390963155,2.0,1.9230769230769231,0.23076923076923078,N1 O3,de-protonated,0,,C13 H25 O3 N1,13,25,3,,1,,,
300,243.051396,243.05111868490314,243.0510261916309,2054189.4,nan,474163.3,14.03,-1,0.380550840222438,0.9740650347502754,0.0,0.5844390208501652,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,,,,,
303,243.124171,243.12389340800908,243.12379721039952,8773965.0,nan,449009.7,67.99,-1,0.39567335928865166,0.4859962765951063,0.8843699161556753,0.6453457324193339,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,
305,243.160527,243.1602492696819,243.16018271978382,15025501.0,nan,446988.7,118.18,-1,0.2736874818453233,0.9764722961540817,0.9950154175279872,0.983889544703644,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,,,,,
307,244.163925,244.16364345195683,244.1635375548561,2226450.3,nan,473942.1,15.41,-1,0.4337138205992727,0.9664440308740755,0.9950154175279872,0.9778725855356403,2.0,2.0,0.3333333333333333,13C1 O4,de-protonated,1,305,C12 H24 O4 13C1,12,24,4,,,1,,
308,245.067016,245.06673101587944,245.0666762561089,3030685.3,nan,443051.6,21.87,-1,0.22344845644253092,0.9909813243861674,0.0,0.5945887946317004,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,
310,245.103427,245.103141877343,245.1030617654932,16171181.0,nan,447126.6,126.44,-1,0.32684964936975136,0.9862959915244098,0.9854043226254569,0.9859393239648286,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,,,,,
311,245.139829,245.13954373884079,245.1394472748775,5305533.0,nan,451010.0,39.84,-1,0.3935064892512062,0.9722941960134959,0.0,0.5833765176080975,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,,,,,
313,246.106758,246.10646905987284,246.1064166005655,2239077.8,nan,522050.6,15.39,-1,0.21315700770984328,0.9917896047585449,0.9854043226254569,0.9892354919053097,3.0,1.8,0.6,13C1 O6,de-protonated,1,310,C10 H18 O6 13C1,10,18,6,,,1,,
314,246.109911,246.10962204787631,246.1095441269785,2621031.3,nan,429662.0,18.44,-1,0.3166106299745049,0.9819755864190223,0.0,0.5891853518514133,3.0,1.8888888888888888,0.5555555555555556,N3 O5,de-protonated,0,,C9 H17 O5 N3,9,17,5,,3,,,
315,247.025198,247.0249055653956,247.02481144310323,1408762.4,nan,474351.8,8.77,-1,0.38102363819858703,0.9740013968874988,0.0,0.5844008381324992,9.0,0.6666666666666666,0.5,O6,de-protonated,0,,C12 H8 O6,12,8,6,,,,,
318,247.06155,247.06125742708366,247.0611969524875,1341194.4,nan,529086.1,8.23,-1,0.2447757757990259,0.9891873507431604,0.0,0.5935124104458962,8.0,0.9230769230769231,0.38461538461538464,O5,de-protonated,0,,C13 H12 O5,13,12,5,,,,,
320,247.08266,247.0823673467644,247.0823263205869,5165075.5,nan,428856.5,38.71,-1,0.16604254186830342,0.9950099288878844,0.0,0.5970059573327307,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,,,,,
321,247.097976,247.09768328849015,247.0975824618718,1199386.5,nan,489415.2,7.1,-1,0.4080437264163515,0.9702406468756152,0.0,0.5821443881253691,7.0,1.1428571428571428,0.2857142857142857,O4,de-protonated,0,,C14 H16 O4,14,16,4,,,,,
323,247.119059,247.11876620827363,247.1187118299712,4069923.8,nan,471272.1,29.98,-1,0.22004931160427174,0.9912524308087057,0.0,0.5947514584852234,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,,,,,
326,248.114374,248.1140774213027,248.1139608021642,1555163.8,nan,494154.6,9.94,-1,0.47002247730253455,0.9607069602007992,0.0,0.5764241761204795,2.0,1.9,0.6,N1 O6,de-protonated,0,,C10 H19 O6 N1,10,19,6,,1,,,
327,249.040806,249.04050589641759,249.04046150758123,2640246.8,nan,492544.1,18.58,-1,0.17823945590608517,0.9942520844309243,0.0,0.5965512506585545,8.0,0.8333333333333334,0.5,O6,de-protonated,0,,C12 H10 O6,12,10,6,,,,,
329,249.077184,249.0768837580067,249.0768470169655,2242694.8,nan,460376.4,15.41,-1,0.1475088577098785,0.9960596664419225,0.0,0.5976357998651535,7.0,1.0769230769230769,0.38461538461538464,O5,de-protonated,0,,C13 H14 O5,13,14,5,,,,,
332,249.11358,249.11327961952733,249.11323252634983,1264791.0,nan,523699.0,7.62,-1,0.18904325965448243,0.9935364830339558,0.0,0.5961218898203735,6.0,1.2857142857142858,0.2857142857142857,O4,de-protonated,0,,C14 H18 O4,14,18,4,,,,,
334,249.149979,249.14967848103655,249.1496180357341,2487719.3,nan,463871.6,17.36,-1,0.242606442323802,0.9893771393071309,0.0,0.5936262835842785,5.0,1.4666666666666666,0.2,O3,de-protonated,0,,C15 H22 O3,15,22,3,,,,,
335,250.145252,250.1449476942254,250.1448670079271,1261922.0,nan,353828.1,7.59,-1,0.3225582810039738,0.9812984660724804,0.0,0.5887790796434882,5.0,1.5,0.21428571428571427,N1 O3,de-protonated,0,,C14 H21 O3 N1,14,21,3,,1,,,
337,251.020092,251.01978436563735,251.01972606267492,2836200.3,nan,463938.3,20.14,-1,0.232264465203513,0.9902591794545128,0.0,0.5941555076727076,8.0,0.7272727272727273,0.6363636363636364,O7,de-protonated,0,,C11 H8 O7,11,8,7,,,,,
340,251.056509,251.05620122707808,251.05611157205922,2996472.5,nan,467527.6,21.25,-1,0.3571114771629056,0.977125776045016,0.0,0.5862754656270096,7.0,1.0,0.5,O6,de-protonated,0,,C12 H12 O6,12,12,6,,,,,
345,251.09289,251.09258208865577,251.0924970814435,2217736.8,nan,454613.0,15.09,-1,0.3385493922176417,0.9794178968930486,0.0,0.5876507381358291,6.0,1.2307692307692308,0.38461538461538464,O5,de-protonated,0,,C13 H16 O5,13,16,5,,,,,
351,252.978971,252.97865591250158,252.97873062959468,2693205.5,nan,498745.2,18.84,-1,-0.2953493082730793,0.9842966151752272,0.0,0.5905779691051363,12.0,0.42857142857142855,0.07142857142857142,S2 O1,de-protonated,0,,C14 H6 O1 S2,14,6,1,2,,,,
352,253.035716,253.03540069659843,253.03537612715292,3453551.0,nan,439349.4,24.86,-1,0.09709885586194708,0.9982907301760371,0.0,0.5989744381056222,7.0,0.9090909090909091,0.6363636363636364,O7,de-protonated,0,,C11 H10 O7,11,10,7,,,,,
357,253.108526,253.1082104195712,253.10814714592152,2178703.8,nan,504727.3,14.77,-1,0.24998661797463304,0.9887247190226787,0.0,0.5932348314136072,5.0,1.3846153846153846,0.38461538461538464,O5,de-protonated,0,,C13 H18 O5,13,18,5,,,,,
358,253.144887,253.14457128122498,253.14453265530582,7856800.0,nan,427979.8,59.69,-1,0.1525844495035379,0.4978922098564413,0.8676488643339467,0.6457948716474435,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,,,,,
359,255.015018,255.0146951657573,255.0146406822466,1202538.1,nan,392067.8,7.05,-1,0.21364855974258917,0.9917518506094645,0.0,0.5950511103656787,7.0,0.8,0.8,O8,de-protonated,0,,C10 H8 O8,10,8,8,,,,,
360,255.051392,255.05106902736162,255.05102619163094,3349498.5,nan,462586.3,24.03,-1,0.1679496503945089,0.994894936824138,0.0,0.5969369620944828,6.0,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,,C11 H12 O7,11,12,7,,,,,
362,255.087823,255.08749988874908,255.0874117010152,4781579.0,nan,463046.0,35.36,-1,0.3457157422139514,0.9785468308289365,0.0,0.5871280984973618,5.0,1.3333333333333333,0.5,O6,de-protonated,0,,C12 H16 O6,12,16,6,,,,,
363,255.124199,255.12387575034583,255.1237972103995,3308059.5,nan,421781.9,23.7,-1,0.3078503346322851,0.9829507873843829,0.0,0.5897704724306297,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,,,,,
364,255.160562,255.160238611992,255.16018271978382,1517867.9,nan,487185.1,9.54,-1,0.21904753162996154,0.9913315511380013,0.0,0.5947989306828008,3.0,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,,C14 H24 O4,14,24,4,,,,,
365,255.233308,255.2329843352083,255.23295373855242,2125388.8,nan,445826.6,14.35,-1,0.11987737252342254,0.9973958729681971,0.0,0.5984375237809182,1.0,2.0,0.125,O2,de-protonated,0,,C16 H32 O2,16,32,2,,,,,
366,257.030679,257.0303484965776,257.0302907467246,1688953.6,nan,543464.0,10.89,-1,0.22468111766690116,0.9908820025192535,0.0,0.5945292015115521,6.0,1.0,0.8,O8,de-protonated,0,,C10 H10 O8,10,10,8,,,,,
368,257.067058,257.06672735816284,257.0666762561089,3274122.3,nan,400539.4,23.43,-1,0.1987891027919587,0.9928553182416399,0.0,0.5957131909449839,5.0,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,,C11 H14 O7,11,14,7,,,,,
369,257.103484,257.1031532195693,257.1030617654932,8924571.0,nan,408372.0,68.12,-1,0.3557097901262401,0.48865147000101333,0.8843699161556753,0.6469388484628782,4.0,1.5,0.5,O6,de-protonated,0,,C12 H18 O6,12,18,6,,,,,
