Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
184,220.147439,220.1470907181844,220.1471894834994,1823819.3,nan,470236.2,12.72,-1,-0.44863309519371897,0.964138350812625,0.0,0.578483010487575,0.0,2.4,0.2,N1 P1 O2,de-protonated,0,,C10 H24 O2 N1 P1,10,24,2,,1,,,1
211,233.155203,233.15479123213922,233.15470341616242,3981439.3,nan,471236.5,30.28,-1,0.3766425275200708,0.9745882187992242,0.0,0.5847529312795345,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
216,235.098114,235.0976927495152,235.0975824618718,1168512.6,nan,461694.0,7.09,-1,0.4691143236770611,0.9608556449930598,0.0,0.5765133869958359,6.0,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,,C13 H16 O4,13,16,4,,,,,
228,238.963494,238.9630538840369,238.96308056511668,1463442.5,nan,405005.6,9.49,-1,-0.11165356474777254,0.997740523061108,0.0,0.5986443138366648,12.0,0.3076923076923077,0.07692307692307693,S2 O1,de-protonated,0,,C13 H4 O1 S2,13,4,1,2,,,,
229,239.020244,239.0198036070613,239.01972606267492,1615785.6,nan,577394.6,10.74,-1,0.324426722694508,0.9810832468379179,0.0,0.5886499481027507,7.0,0.8,0.7,O7,de-protonated,0,,C10 H8 O7,10,8,7,,,,,
230,239.056633,239.0561924294602,239.05611157205922,3888056.3,nan,499175.1,29.31,-1,0.33823607538049466,0.9794555815856727,0.0,0.5876733489514036,6.0,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,,C11 H12 O6,11,12,6,,,,,
231,239.093054,239.09261325170286,239.0924970814435,8193479.0,nan,478455.1,64.51,-1,0.48587998694515006,0.4790341112658317,0.8843699161556753,0.6411684332217691,5.0,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H16 O5,12,16,5,,,,,
232,239.129442,239.1290010741066,239.12888259082783,12463574.0,nan,449623.6,99.42,-1,0.4954787455999986,0.4782160383147735,0.8759295984134849,0.6373014623542581,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,,,,,
242,242.067566,242.06711073421906,242.06701060873021,1955719.1,nan,447763.1,13.42,-1,0.4136271546891419,0.9694333163355103,0.0,0.5816599898013062,5.0,1.3,0.6,N1 O6,de-protonated,0,,C10 H13 O6 N1,10,13,6,,1,,,
247,243.124354,243.12389357643093,243.12379721039952,1860923.0,nan,471590.5,12.64,-1,0.3963661003976843,0.9718957893875863,0.0,0.5831374736325518,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,,,,,
254,245.049501,245.04903118050635,245.0489181913795,2465113.5,nan,429503.7,17.55,-1,0.46108804593623415,0.9621582051922728,0.0,0.5772949231153637,4.0,1.4,0.5,S1 O5,de-protonated,0,,C10 H14 O5 S1,10,14,5,1,,,,
255,245.067255,245.06678509385569,245.0666762561089,1561953.0,nan,426744.5,10.21,-1,0.4441148361834316,0.964844265312943,0.0,0.5789065591877658,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,,,,,
256,245.082511,245.08204101939685,245.0819323973938,1530215.4,nan,468314.4,9.88,-1,0.4432068981080751,0.9649853176024394,0.0,0.5789911905614636,8.0,1.0,0.2857142857142857,O4,de-protonated,0,,C14 H14 O4,14,14,4,,,,,
