Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P
94,157.123457,157.12338681567905,157.1234032872064,1076379.3,nan,605947.4,7.15,-1,-0.10483178826976622,0.9980079195081608,0.0,0.5988047517048964,1.0,2.0,0.2222222222222222,O2,de-protonated,0,,C9 H18 O2,9,18,2,,,,,
200,225.040966,225.04056211825866,225.04046150758123,3182630.0,nan,490012.7,23.75,-1,0.4470781687945844,0.9643820342077152,0.0,0.5786292205246291,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,
203,225.222743,225.22233822513823,225.2223890545027,1156842.0,nan,421379.4,7.07,-1,-0.22568522026667304,0.9908007003815478,0.0,0.5944804202289287,1.0,2.0,0.06666666666666667,O1,de-protonated,0,,C15 H30 O1,15,30,1,,,,,
215,231.03043,231.02999669037303,231.02989682353152,1779476.1,nan,492497.4,12.1,-1,0.4322680435839539,0.9666636094585672,0.0,0.5799981656751403,9.0,0.6666666666666666,0.4166666666666667,O5,de-protonated,0,,C12 H8 O5,12,8,5,,,,,
217,231.051554,231.05112058658503,231.0510261916309,1584412.3,nan,434095.4,10.51,-1,0.4085459202411223,0.9701684543272052,0.0,0.5821010725963232,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,,,,,
221,233.009652,233.00920896591043,233.00916137862518,1601562.6,nan,306662.9,10.64,-1,0.20422924562423933,0.9924604169694089,0.0,0.5954762501816453,9.0,0.5454545454545454,0.5454545454545454,O6,de-protonated,0,,C11 H6 O6,11,6,6,,,,,
222,233.046099,233.0456557868363,233.0455468880095,1998377.0,nan,509415.3,13.89,-1,0.46728559395105423,0.9611542453609582,0.0,0.5766925472165749,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,
224,233.082468,233.0820246081454,233.0819323973938,2069303.3,nan,495312.3,14.47,-1,0.3956151840101632,0.9720006719918091,0.0,0.5832004031950854,7.0,1.0769230769230769,0.3076923076923077,O4,de-protonated,0,,C13 H14 O4,13,14,4,,,,,
225,233.103578,233.10313450442615,233.1030617654932,1713215.6,nan,530730.8,11.55,-1,0.3120462356511694,0.9824869907506406,0.0,0.5894921944503844,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,
226,233.118792,233.1183484296756,233.11831790677812,1328069.6,nan,460975.7,8.4,-1,0.13093307188111833,0.9968941731045822,0.0,0.5981365038627493,6.0,1.2857142857142858,0.21428571428571427,O3,de-protonated,0,,C14 H18 O3,14,18,3,,,,,
227,233.155214,233.15477025072425,233.15470341616242,3522644.0,nan,480265.7,26.35,-1,0.28665328580483207,0.9852009407682334,0.0,0.59112056446094,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,
