Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,17O
66,145.02956,145.0295156459729,145.0295029003384,1177264.9,nan,694169.8,8.06,-1,0.08788304622188657,0.9985995753176762,0.0,0.5991597451906057,7.0,0.6666666666666666,0.2222222222222222,O2,de-protonated,0,,C9 H6 O2,9,6,2,,,,,,,
89,159.066404,159.06631140693054,159.06628233291582,1764819.1,nan,530429.4,13.32,-1,0.182779243299652,0.9939564527482667,0.0,0.59637387164896,2.0,1.7142857142857142,0.5714285714285714,O4,de-protonated,0,,C7 H12 O4,7,12,4,,,,,,,
238,219.030305,219.03000633488455,219.02989682353152,1274513.3,nan,373059.3,8.11,-1,0.499983584977889,0.9556541557571869,0.0,0.5733924934543121,8.0,0.7272727272727273,0.45454545454545453,O5,de-protonated,0,,C11 H8 O5,11,8,5,,,,,,,
240,219.087819,219.08752013723185,219.0874117010152,1910055.5,nan,506737.7,13.38,-1,0.4949449892777767,0.9565238238386525,0.0,0.5739142943031915,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,,,,,,,
243,221.045916,221.0456104080323,221.0455468880095,2535969.0,nan,502037.3,18.45,-1,0.28736169394104494,0.9851282516516274,0.0,0.5910769509909765,7.0,0.9090909090909091,0.45454545454545453,O5,de-protonated,0,,C11 H10 O5,11,10,5,,,,,,,
249,223.025182,223.02486960608334,223.02481144310323,2090030.3,nan,478378.4,14.77,-1,0.26079152240533643,0.9877351068697807,0.0,0.5926410641218685,7.0,0.8,0.6,O6,de-protonated,0,,C10 H8 O6,10,8,6,,,,,,,
251,223.061554,223.06124148108728,223.0611969524875,2325308.8,nan,509063.1,16.71,-1,0.19962503734909937,0.9927953206669501,0.0,0.59567719240017,6.0,1.0909090909090908,0.45454545454545453,O5,de-protonated,0,,C11 H12 O5,11,12,5,,,,,,,
254,223.134348,223.13403523092327,223.1339679712561,1236825.8,nan,638203.5,7.74,-1,0.3014317711174228,0.9836485311507002,0.0,0.5901891186904201,4.0,1.5384615384615385,0.23076923076923078,O3,de-protonated,0,,C13 H20 O3,13,20,3,,,,,,,
256,225.040825,225.04050567912114,225.04046150758123,2326101.3,nan,478680.9,16.6,-1,0.19628265786549537,0.9930337256832859,0.0,0.5958202354099715,6.0,1.0,0.6,O6,de-protonated,0,,C10 H10 O6,10,10,6,,,,,,,
257,225.077233,225.07691355400132,225.0768470169655,1894499.9,nan,566861.9,13.07,-1,0.29561919274436327,0.9842681302052717,0.0,0.590560878123163,5.0,1.2727272727272727,0.45454545454545453,O5,de-protonated,0,,C11 H14 O5,11,14,5,,,,,,,
259,225.113643,225.11332342887465,225.11323252634983,1536114.5,nan,447386.5,10.13,-1,0.40380800274392065,0.9708462291181914,0.0,0.5825077374709148,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,,,,,,,
261,227.056518,227.0561917519871,227.05611157205922,2806407.0,nan,523010.6,20.53,-1,0.35312825234351425,0.9776274892733893,0.0,0.5865764935640335,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,,,,,,,
262,227.092899,227.09257262696005,227.0924970814435,5912214.0,nan,482003.7,45.97,-1,0.3326640797148956,0.9801201727077231,0.0,0.5880721036246338,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,,,,,,,
263,227.129239,227.12891250207397,227.12888259082783,4770468.5,nan,475747.1,36.62,-1,0.13169283361775422,0.9968580811830503,0.0,0.5981148487098301,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,,,,,,,
264,228.160897,228.1605669566763,228.1605170724051,1334475.5,nan,492474.4,8.47,-1,0.2186367379952199,0.991363892960193,0.0,0.5948183357761158,2.0,1.9166666666666667,0.25,N1 O3,de-protonated,0,,C12 H23 O3 N1,12,23,3,,1,,,,,
266,229.072173,229.0718398249836,229.07176163653722,6733251.0,nan,500883.9,52.33,-1,0.34132730213509827,0.9790823171292042,0.0,0.5874493902775225,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,,,,,,,
268,229.108546,229.10821269998408,229.10814714592152,13235666.0,nan,477533.9,105.23,-1,0.2861271559974319,0.9914463077597376,0.9878981583371262,0.9900270479906931,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,,,,,,,
269,229.144899,229.14456557505332,229.14453265530582,21173730.0,nan,462950.2,169.8,-1,0.14366368298379767,0.9963099525575092,0.988784416112684,0.9932997379795792,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,,,,,,,
270,229.181214,229.18088045025314,229.1809181646901,1581424.3,nan,377085.8,10.42,-1,-0.16456185470662446,0.9950983126464387,0.0,0.5970589875878631,1.0,2.0,0.23076923076923078,O3,de-protonated,0,,C13 H26 O3,13,26,3,,,,,,,
272,230.111865,230.11152825197627,230.11150198099378,1388146.1,nan,567392.5,8.84,-1,0.11416631616378595,0.9976378016958477,0.9878981583371262,0.9937419443523591,3.0,1.8,0.5,13C1 O5,de-protonated,1,268,C10 H18 O5 13C1,10,18,5,,,1,,,,
273,230.148257,230.1479201269115,230.1478874903781,3075969.3,nan,503806.2,22.58,-1,0.14180679098185,0.996357866967276,0.988784416112684,0.9933284866254393,2.0,2.0,0.36363636363636365,13C1 O4,de-protonated,1,269,C11 H22 O4 13C1,11,22,4,,,1,,,,
275,231.087822,231.08748189800076,231.0874117010152,10647817.0,nan,491382.6,84.17,-1,0.303768106753568,0.4916980996331204,0.9017481179022585,0.6557181069407756,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,,,,,,,
276,231.124172,231.12383177308027,231.12379721039952,8078616.5,nan,479176.8,63.27,-1,0.14954185233252384,0.9959505268782215,0.0,0.5975703161269329,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,,,,,,,
277,231.160562,231.16022164802237,231.16018271978382,1453607.5,nan,493050.8,9.37,-1,0.16840373672770756,0.994867365395661,0.0,0.5969204192373966,1.0,2.0,0.3333333333333333,O4,de-protonated,0,,C12 H24 O4,12,24,4,,,,,,,
278,232.044127,232.04378361156137,232.0437732403794,8037018.0,nan,450492.0,62.93,-1,0.04469493756652725,0.999637596993885,0.0,0.599782558196331,8.0,0.9166666666666666,0.16666666666666666,N1 S1 O2,de-protonated,0,,C12 H11 O2 S1 N1,12,11,2,1,1,,,,,
280,233.045918,233.04557116880466,233.0455468880095,1189696.1,nan,485908.0,7.22,-1,0.10418905432605308,0.9980322479301079,0.0,0.5988193487580648,8.0,0.8333333333333334,0.4166666666666667,O5,de-protonated,0,,C12 H10 O5,12,10,5,,,,,,,
282,233.066997,233.06665009636453,233.0666762561089,1477961.0,nan,535035.5,9.57,-1,-0.11224146154140686,0.9977166937333363,0.0,0.5986300162400018,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,,,,,,,
284,233.103396,233.10304897127568,233.1030617654932,2525784.5,nan,471287.9,18.09,-1,-0.05488652713749431,0.9994535296021273,0.0,0.5996721177612764,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,,,,,,,
285,233.155056,233.15470879374084,233.15470341616242,23923822.0,nan,467241.2,192.16,-1,0.023064421773732205,0.9987385362885641,0.9866460704343568,0.9939015499468812,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,,,,,,,
286,234.158436,234.15808534552338,234.1580582512347,3484183.5,nan,491947.8,25.7,-1,0.11570940103876164,0.9975735927321849,0.9866460704343568,0.9932025838130537,5.0,1.5714285714285714,0.14285714285714285,13C1 O2,de-protonated,1,285,C14 H22 O2 13C1,14,22,2,,,1,,,,
