Timestamp,Location,Site_Vial_ID_(4_digit_numeric_code),Date_[mm/dd/yyyy],Time_Zone,Time_Arriving_[24_hr_hh:mm],Time_Leaving_[24_hr_hh_mm],SpC_[uS/cm]-1,pH-1,TDS_[ppm]-1,Temperature_[degC]-1,SpC_[uS/cm]-2,pH-2,TDS_[ppm]-2,Temperature_[degC]-2,SpC_[uS/cm]-3,pH-3,TDS_[ppm]-3,Temperature_[degC]-3,Spectrolyzer_Start_Time_[24_hr_hh:mm],Spectrolyzer_Nitrate_[mg/L],Spectrolyzer_TOC_[mg/L],Spectrolyzer_DOC_[mg/L],Spectrolyzer_Temperature_[degC],Spectrolyzer_Time_End_[24_hr_hh:mm],Latitude_[dd],Longitude_[dd],GPS_Accuracy_[ft],Manta_Time_Turned_On_[24_hr_hh:mm],Manta_Start_Time_[24_hr_hh:mm],Manta_End_Time_[24_hr_hh:mm],Manta_Time_Turned_Off_[24_hr_hh:mm],Manta_Serial_Number,BaroTROLL_Time_Turned_On_[24-hr_hh:mm],BaroTROLL_Start_Time_[24_hr_hh:mm],BaroTroll_End_Time_[24_hr_hh:mm],BaroTroll_Time_Turned_Off_[24_hr_hh:mm],BaroTroll_Serial_Number,YSI_Time_[24_hr_hh:mm]-1,YSI_Temperature_[degC]-1,YSI_[mmHg]-1,YSI_DO_[%Sat]-1,YSI_DO_[mg/L]-1,YSI_Time_[24_hr_hh:mm]-2,YSI_Temperature_[degC]-2,YSI_[mmHg]-2,YSI_DO_[%Sat]-2,YSI_DO_[mg/L]-2,YSI_Serial_Number,Notes,Email,Field_Staff_[first_name_last_name],Time_[24_hr_hh:mm]-1,Time_[24_hr_hh:mm]-2,Time_[24_hr_hh:mm]-3
6/12/2021 14:41:34,Kiona,0042,6/3/2021,PST,17:08,18:00,138.4,8.68,87.23,23.6,136.5,8.69,86.71,23.4,136.4,8.69,86.67,23.4,17:24,1.1,2.93,1.58,23.62,17:43,46.254531,-119.473604,17,8:53,17:24,17:50,17:55,03214659L,8:30,17:11,17:50,20:00,801493,17:23,23.7,741.4,129.4,10.97,17:43,23.3,741.4,126.7,10.81,15K100760,NA,,"Stephanie_Fulton, Lupita_Renteria",17:34,17:35,17:35
6/12/2021 15:52:54,American River,0031,5/27/2021,PST,8:55,9:25,41.92,7.8,27.81,5.7,42.07,7.78,27.92,5.6,41.9,7.76,27.82,5.6,8:59,0.36,2.06,0.92,6.51,9:19,46.977734,-121.168387,14,9:00,9:02,9:23,17:08,03214659L,NA,NA,NA,NA,801493,9:02,5.7,686.5,99.2,12.44,9:21,5.5,686.4,99.6,12.56,15K100760,"All times today are in military time PST. Fulton's watch and both Renteria/Fulton iPhones also similarly set. 
Spectrolyzer reads in PDT.
Manta had storage cup on during deployment.
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",9:10,9:10,9:11
6/12/2021 15:57:57,Little Naches,0032,5/27/2021,PST,9:38,10:07,48.47,7.73,32.26,6.2,48.49,7.77,32.21,5.9,48.37,7.76,32.16,5.8,9:42,0.62,2.69,1.35,6.66,10:00,46.98923,-121.098604,16,9:00,9:45,10:04,17:08,03214659L,NA,NA,NA,NA,801493,9:43,5.7,692.1,101.1,12.62,10:02,5.9,692.2,101.1,12.62,15K100760,"Sprinkling during sampling.
Manta had storage cup on during deployment.
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",9:52,9:53,9:54
6/12/2021 16:03:38,Naches- Craig Road 2,0033,5/27/2021,PST,10:55,11:38,56.51,7.81,37.24,9.1,56.56,7.86,37.28,9.2,56.73,7.86,37.36,9.1,10:58,0.4,2.72,1.21,9.74,11:16,46.7288,-120.713656,16,9:00,11:26,11:36,17:08,03214659L,NA,NA,NA,NA,801493,10:59,9.1,718.9,106.5,12.28,11:16,9.2,719,106.8,12.29,15K100760,"Cloudy with blue skies.
Redeployed Manta at 11:26 after realizing the storage/calibration cup had been left on! Also left on at American R and Little Naches R.
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",11:05,11:06,11:07
6/12/2021 16:10:26,Union Gap,0034,5/27/2021,PST,12:26,13:13,84.16,7.99,53.25,14.4,83.77,8.03,54.24,13.4,83.78,8.4,54.27,13.5,12:48,0.59,2.94,1.38,14.52,13:02,46.530529,-120.470657,17,9:00,12:48,13:08,17:08,03214659L,NA,NA,NA,NA,801493,12:31,13.2,734.3,111.3,11.68,13:05,13.3,733.7,112.1,11.73,15K100760,"Deployed Manta and spectrolyzer using tripod for the 1st time.
Extremely windy, blue skies with scattered clouds.
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",12:59,13:00,13:01
6/12/2021 16:15:37,Mabton,0035,5/27/2021,PST,14:24,15:25,128.5,7.88,77.93,16.4,121.8,7.88,78.18,16.2,121.8,7.92,78.25,16.1,15:05,0.99,7.37,1.8,16.53,15:16,46.232046,-120.000226,15,9:00,14:50,15:20,17:08,03214659L,NA,NA,NA,NA,801493,14:59,16.1,743.1,104.5,10.3,15:09,16.1,743.1,104.5,10.29,15K100760,"Super windy!
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",15:01,15:02,15:02
6/12/2021 16:57:14,Kiona,0036,5/27/2021,PST,16:20,17:12,139.6,8.34,89.73,17.5,139.3,8.35,89.53,17.4,139.2,8.35,89.4,17.3,16:42,0.7,6.43,1.6,17.92,16:55,46.254452,-119.473591,17,9:00,16:42,17:01,17:08,03214659L,NA,NA,NA,NA,801493,16:54,17.4,747.9,116.3,11.15,16:58,17.4,748.2,116.2,11.14,15K100760,"All sensors deployed where water quality samples have been taken, which is ~50-75' downstream from original deployment location.
Post-field (meta)data sheet corrections (by S. Fulton): 
BaroTROLL was mistakenly scheduled to log data in 12-hr time in PDT from 10:00 AM to 10:30 PM on 2021/05/27 (13.5 hours). “Time turned on” and “Time turned off” time stamps had been left blank on the (meta)data sheet during sampling. Furthermore, on May 13, 2021, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:36 PM PDT on 2021/05/26 and 6:06 AM PDT on 2021/05/27, respectively, so logging ended prematurely at 6:06 AM PDT the day of sampling and no baroTROLL data was collected.",,"Stephanie_Fulton, Lupita_Renteria",16:51,16:51,16:52
6/12/2021 17:23:55,American River,0025,5/20/2021,PST,9:08,9:45,44.27,7.85,29.57,5,44.02,7.82,29.35,4.6,43.68,7.81,29.22,4.7,9:33,0.37,2.04,0.95,5.27,9:42,46.977701,-121.168409,15,9:06,9:15,9:42,16:43,03214659L,8:00,9:09,9:42,21:00,801493,9:14,4.5,689.2,100,12.94,9:31,4.5,689.3,100.3,12.99,15K100760,"1) Today we started recording time in PST (mistakenly used PDT prior to today).
2) Deployed a new Manta today (previous one needs new wiper).
3) Restarted spectrolyzer because we weren't sure computer had found the probe. 1st time using new extension cable (connected with marine-grade shrink wrap).
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",9:21,9:22,9:22
6/12/2021 17:29:51,Little Naches,0026,5/20/2021,PST,10:00,10:29,50.13,7.6,33.42,5.2,50.14,7.76,33.35,5.1,50.19,7.75,33.42,5,10:02,0.63,2.69,1.36,5.81,10:21,46.989284,-121.098546,17,9:06,10:02,10:23,16:43,03214659L,8:00,10:00,10:28,21:00,801493,10:05,5.1,695.1,101.1,12.91,10:20,5,695.1,101.5,12.97,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",10:09,10:10,10:10
6/12/2021 17:35:50,Naches- Craig Road 2,0027,5/20/2021,PST,11:23,11:59,51.87,7.77,34.29,7.6,51.65,7.89,34.15,7.5,51.65,7.87,34.15,7.4,11:27,0.45,2.6,1.23,8.13,11:45,46.728781,-120.713599,9999,9:06,11:29,11:44,16:43,03214659L,8:00,11:23,11:49,21:00,801493,11:27,7.4,722.4,107.7,12.94,11:41,7.4,722.8,107,12.86,15K100760,"Started to rain while recording spectrolyzer data.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",11:34,11:35,11:35
6/12/2021 17:48:43,Union Gap,0028,5/20/2021,PST,12:35,13:15,86.55,7.83,56.96,9.9,86.43,7.92,56.91,9.9,86.38,7.9,56.88,9.9,12:47,0.68,3,1.47,10.52,13:01,46.530495,-120.470641,16,9:06,12:47,13:15,16:43,03214659L,8:00,12:49,13:15,21:00,801493,12:36,10,735.5,109.6,12.37,12:58,10,735.7,109.1,12.31,15K100760,"*Manta start time may actually have been ~12:45 (forgot the time after checking watch).
***Vial ID not recorded in the field, but added on 6/12/21. Checked vial IDs at Naches (site just prior to Union Gap) and Mabton (site just after Union Gap) to confirm vial ID for Union Gap.
**No ""Time Leaving"" was recorded, but estimate it to be ~13:15 based on Manta and barotroll ""Time done.""
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",13:00,13:00,13:01
6/12/2021 17:55:10,Mabton,0029,5/20/2021,PST,14:32,15:15,120.4,7.93,78.12,13.6,119.7,8.01,77.73,13.4,119.9,7.98,77.81,13.4,14:43,1.02,3.75,1.69,13.98,15:00,46.232023,-120.000242,16,9:06,14:43,15:08,16:43,03214659L,8:00,14:43,15:08,21:00,801493,14:41,13.5,745.3,109.7,11.43,14:59,13.3,744.4,108.2,11.33,15K100760,"Sprinkling the entire time we have been here.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",14:51,14:52,14:53
6/12/2021 17:59:52,Kiona,0030,5/20/2021,PST,16:03,16:42,126.5,8.04,81.85,14.6,126.4,8.05,81.83,14.6,126.6,8.04,81.87,14.6,16:12,1.13,3.88,1.73,15.22,16:32,46.254232,-119.473537,16,9:06,16:14,16:38,16:43,03214659L,8:00,16:04,16:38,21:00,801493,16:10,15,749.2,109.4,11.07,16:32,14.7,749.2,110.4,11.2,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)	Photograph time stamps are in PDT.
2)	Manta logging was manually turned on upon arrival at the American River site at 9:06 PST and manually turned off upon departure from the Yakima River at Kiona site at 16:43 PST. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-20_MANTA_4659L.LOG"": the time stamps are two (2) hours ahead of PST.",,"Stephanie_Fulton, Lupita_Renteria",16:27,16:28,16:28
6/13/2021 16:50:19,American River,0019,5/13/2021,PST,8:40,9:10,46.81,8.15,30.76,5.3,46.94,7.88,31.16,5.2,46.85,7.82,31.19,5,8:48,0.38,1.96,0.9,5.81,9:08,46.977609,-121.168413,15,8:40,8:49,9:06,17:29,03214653L,5:18,8:52,9:14,18:48,801493,8:45,5,693.1,99.8,12.77,9:06,4.8,692.9,100.4,12.88,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4, below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned off” time stamp was not entered on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-13_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. The “Time turned off” time stamp was determined the log file and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)	BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). The scheduled “Time turned on” time stamp was manually recorded on the (meta)data sheet in the field, but the “Time turned off” time stamp was left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “time turned off” time stamps are actually 5:18 AM PST and 6:48 PM PST, respectively. To avoid confusion, the “Time turned on” time stamp was crossed out and the “Time turned off” time stamp was left blank on the (meta)data sheet, but the correct time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.",,"Stephanie_Fulton, Lupita_Renteria",8:56,8:57,8:59
6/13/2021 16:59:53,Little Naches,0020,5/13/2021,PST,9:42,10:07,50.48,7.85,33.37,6,50.86,7.75,33.82,5.5,50.55,7.81,33.45,6.3,9:46,0.69,2.89,1.52,6.43,9:59,46.989221,-121.098695,15,8:40,9:41,10:05,17:29,03214653L,5:18,9:43,10:07,18:48,801493,9:43,5.4,698.4,101.9,12.88,9:59,5.5,698.2,102.1,12.87,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)        Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT. The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)        Photograph time stamps are in PDT.
3)        Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned on” and “Time turned off” time stamps were left blank on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the time stamps are wrong in log file ""2021-05-13_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file, respectively, and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)        BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). “Time turned on” and “Time turned off” time stamps were left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:18 AM PST and 6:48 PM PST, respectively. The correct “Time turned on” and “Time turned off” time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.
",,"Stephanie_Fulton, Lupita_Renteria",9:49,9:50,9:57
6/13/2021 17:07:19,Naches- Craig Road 2,0021,5/13/2021,PST,11:20,11:51,55.53,8.08,36.56,9.3,55.63,8.1,36.51,9.6,55.58,8.1,36.59,9.4,11:26,0.46,2.58,1.39,10.21,11:44,46.728835,-120.71359,12,8:40,11:23,11:49,17:29,03214653L,5:18,11:25,11:48,20:48,801493,11:26,9.4,725.4,110.2,12.65,11:44,9.5,725.3,110.5,12.62,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT. The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned on” and “Time turned off” time stamps were left blank on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the timestamps are wrong in log file ""2021-05-06_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file, respectively, and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)	BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). “Time turned on” and “Time turned off” time stamps were left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:18 AM and 6:48 PM PST, respectively.  The correct “Time turned on” and “time turned off” time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.",,"Stephanie_Fulton, Lupita_Renteria",11:30,11:32,11:33
6/13/2021 17:13:03,Union Gap,0022,5/13/2021,PST,12:55,13:31,94.52,8.2,61,14,94.66,8.21,61.27,13.7,94.91,8.22,61.49,13.6,13:03,0.7,2.85,1.53,14.22,13:22,46.53049,-120.470651,14,8:40,12:58,13:28,17:29,03214653L,5:18,13:04,13:29,20:48,801493,13:04,14.2,738.8,116.4,11.97,13:21,13.6,738.6,118.1,12.28,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)        Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT. The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)        Photograph time stamps are in PDT.
3)        Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned on” and “Time turned off” time stamps were left blank on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the timestamps are wrong in log file ""2021-05-06_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file, respectively, and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)        BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). “Time turned on” and “Time turned off” time stamps were left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:18 AM and 6:48 PM PST, respectively.  The correct “Time turned on” and “Time turned off” time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.",,"Stephanie_Fulton, Lupita_Renteria",13:09,13:10,13:10
6/13/2021 17:18:18,Mabton,0023,5/13/2021,PST,15:00,15:51,156.5,8.29,100.2,18.9,156,8.22,99.72,18.7,156.1,8.22,100.1,18.6,15:12,1.12,3.52,1.76,19.46,15:23,46.232042,-120.000027,15,8:40,15:38,15:49,17:29,03214653L,5:18,15:19,15:48,20:48,801493,15:15,18.7,745.2,115.7,10.85,15:43,20.1,745.1,115.4,10.63,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)        Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT. The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)        Photograph time stamps are in PDT.
3)        Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned on” and “Time turned off” time stamps were left blank on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the timestamps are wrong in log file ""2021-05-06_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file, respectively, and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)        BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). “Time turned on” and “Time turned off” time stamps were left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:18 AM and 6:48 PM PST, respectively.  The correct “Time turned on” and “Time turned off” time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.",,"Stephanie_Fulton, Lupita_Renteria",15:42,15:42,15:42
6/13/2021 17:23:20,Kiona,0024,5/13/2021,PST,16:55,17:32,169.9,8.29,109.6,19.2,170.2,8.3,110.3,19.2,170.1,8.28,109.6,19.1,16:59,1.29,3.47,1.72,19.46,17:24,46.254238,-119.473555,19,8:40,16:59,17:28,17:29,03214653L,5:18,17:01,17:28,20:48,801493,17:03,19.2,749.7,117.4,10.84,17:23,19.1,749.7,116.4,10.77,15K100760,"Post-field (meta)data sheet corrections (by S. Fulton):
1)        Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when the time zone was actually PDT, and all time stamps were manually recorded incorrectly in PDT. The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)        Photograph time stamps are in PDT.
3)        Manta logging was manually turned on upon arrival at the American River site at 8:40 PST and manually turned off upon departure from the Yakima River at Kiona site at 17:29 PST. “Time turned on” and “Time turned off” time stamps were left blank on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the timestamps are wrong in log file ""2021-05-06_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. Missing “Time turned on” and “Time turned off” time stamps were determined from the American River (meta) data sheet and the log file, respectively, and correctly digitized in PST in the Google Form by subtracting 1 hour.
4)        BaroTROLL was scheduled to log data in 12-hr time from 7:30 AM to 9:00 PM PST (13.5 hours). “Time turned on” and “Time turned off” time stamps were left blank. On May 13, 2021, however, RC-2 discovered that logging had been started manually in error, and “Time turned on” and “Time turned off” time stamps are actually 5:18 AM and 6:48 PM PST, respectively.  The correct “Time turned on” and “Time turned off” time stamps were determined from the log file, converted to 24-hr time, and all four time stamps were correctly digitized in 24-hr time in PST on the Google Form.",,"Stephanie_Fulton, Lupita_Renteria",17:08,17:09,17:09
6/13/2021 18:19:01,American River,0013,5/6/2021,PST,9:10,10:20,59.33,7.82,38.85,7.9,48.01,7.74,32.02,7.9,47.81,7.7,31.91,4.9,9:29,0.4,1.97,0.91,5.66,10:05,46.977666,-121.168446,14,9:16,9:17,10:20,17:59,03214655L,8:00,9:20,10:10,21:00,801493,9:24,4.7,686.1,97.7,12.49,10:09,4.8,686.2,98.4,12.64,15K100760,"Changed Manta ""Time turned off"" per Lupita. She checked the time that photos were taken using her phone, and realized that phone time is PDT. That, in conjunction with Manta data showling last data record at site was recorded at 12:17 (2 hrs ahead of PST), which should be 10:17 PST.
Post-field (meta)data sheet corrections (by S. Fulton):
1)	Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT, and all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #4, below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is,"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST.
2)	Photograph time stamps are in PDT.
3)	Manta logging was manually turned on upon arrival at the American River site and manually turned off upon departure from the Yakima River at Kiona site. “Time turned off” time stamp was not entered on the (meta)data sheet. On May 24, 2021, RC-2 discovered that the timestamps are wrong in log file ""2021-05-06_MANTA_4655L.LOG"": the time stamps are two (2) hours ahead of PST. The correct “Time turned on” and the missing “Time turned off” time stamp on the (meta)data sheet were determined from the log file and digitized correctly in PST in the Google Form by subtracting 2 hours from the logged start/stop time stamps.
4)	BaroTROLL was programmed to log data in 12-hr time from 8:00 AM to 9:00 PM PST. “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet, but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file, converted to 24-hr time, and correctly digitized in PST on the Google Form.",,"Lupita_Renteria, Aaron_Pelly",9:33,9:35,9:36
